fecha,clasificacion_vuelo,ruta_nombre,vuelos,pasajeros,asientos
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Merlo,99,8486,9710
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Neuquén,4944,743725,833643
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Paraná,715,51307,70136
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Posadas,2593,346839,390052
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Iguazú,6429,971044,1062752
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Madryn,1158,173531,200894
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Resistencia,1466,145974,167710
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Rio Hondo,137,11764,15888
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Rosario,1800,146502,217998
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Río Cuarto,380,28257,36772
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Río Gallegos,1475,198446,222277
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Río Grande,906,126593,149059
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Salta,5549,775562,842038
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Carlos de Bariloche,8102,1282920,1404882
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,843,71779,91185
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Juan,1627,180720,211226
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Luis,843,72278,84250
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Martín de los Andes,1491,220001,253144
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Miguel de Tucumán,4529,633759,707469
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Rafael,522,44726,50281
2023-01-01,Cabotaje,Ciudad de Buenos Aires - San Salvador de Jujuy,2680,383605,422547
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Fe,1076,83911,105819
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Rosa,604,51314,58675
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Santiago del Estero,1628,218062,247368
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Trelew,1504,192093,240868
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Ushuaia,2936,462376,506959
2023-01-01,Cabotaje,Ciudad de Buenos Aires - Viedma,395,30324,38090
2023-01-01,Cabotaje,Comodoro Rivadavia - Córdoba,348,40576,45315
2023-01-01,Cabotaje,Comodoro Rivadavia - El Calafate,87,1054,3393
2023-01-01,Cabotaje,Comodoro Rivadavia - Ezeiza,422,45797,63836
2023-01-01,Cabotaje,Comodoro Rivadavia - Neuquén,521,31306,51692
2023-01-01,Cabotaje,Comodoro Rivadavia - Río Gallegos,454,17899,33974
2023-01-01,Cabotaje,Comodoro Rivadavia - Trelew,318,14789,29768
2023-01-01,Cabotaje,Corrientes - Ezeiza,194,25211,32738
2023-01-01,Cabotaje,Córdoba - Corrientes,83,4247,7931
2023-01-01,Cabotaje,Córdoba - El Calafate,258,38370,43773
2023-01-01,Cabotaje,Córdoba - Ezeiza,1549,172190,217864
2023-01-01,Cabotaje,Córdoba - Mar del Plata,308,25460,30249
2023-01-01,Cabotaje,Córdoba - Mendoza,1416,135571,182142
2023-01-01,Cabotaje,Córdoba - Neuquén,884,119735,139016
2023-01-01,Cabotaje,Córdoba - Posadas,349,26963,36459
2023-01-01,Cabotaje,Córdoba - Puerto Iguazú,485,62259,74016
2023-01-01,Cabotaje,Córdoba - Resistencia,326,23812,31804
2023-01-01,Cabotaje,Córdoba - Salta,1083,156699,190941
2023-01-01,Cabotaje,Córdoba - San Carlos de Bariloche,1263,188994,223548
2023-01-01,Cabotaje,Córdoba - San Juan,262,14496,25562
2023-01-01,Cabotaje,Córdoba - San Martín de los Andes,59,6372,8822
2023-01-01,Cabotaje,Córdoba - San Miguel de Tucumán,410,42926,57427
2023-01-01,Cabotaje,Córdoba - San Salvador de Jujuy,439,43968,55627
2023-01-01,Cabotaje,Córdoba - Trelew,258,24946,31402
2023-01-01,Cabotaje,Córdoba - Ushuaia,357,51618,60408
2023-01-01,Cabotaje,El Calafate - Ezeiza,1351,217449,251744
2023-01-01,Cabotaje,El Calafate - Rosario,103,13153,17370
2023-01-01,Cabotaje,El Calafate - Río Gallegos,102,1050,3984
2023-01-01,Cabotaje,El Calafate - San Carlos de Bariloche,179,27303,30395
2023-01-01,Cabotaje,El Calafate - Trelew,109,11381,18379
2023-01-01,Cabotaje,El Calafate - Ushuaia,1134,164063,192619
2023-01-01,Cabotaje,Esquel - Ezeiza,95,11825,15080
2023-01-01,Cabotaje,Ezeiza - Mendoza,1585,189919,234988
2023-01-01,Cabotaje,Ezeiza - Neuquén,778,100092,132416
2023-01-01,Cabotaje,Ezeiza - Posadas,253,29803,38637
2023-01-01,Cabotaje,Ezeiza - Puerto Iguazú,2510,411847,465960
2023-01-01,Cabotaje,Ezeiza - Puerto Madryn,191,24516,32017
2023-01-01,Cabotaje,Ezeiza - Resistencia,127,12776,17643
2023-01-01,Cabotaje,Ezeiza - Rosario,287,16805,31324
2023-01-01,Cabotaje,Ezeiza - Río Gallegos,121,13620,17697
2023-01-01,Cabotaje,Ezeiza - Río Grande,215,26962,35241
2023-01-01,Cabotaje,Ezeiza - Salta,1614,252584,285901
2023-01-01,Cabotaje,Ezeiza - San Carlos de Bariloche,4816,767920,884920
2023-01-01,Cabotaje,Ezeiza - San Juan,204,20681,30212
2023-01-01,Cabotaje,Ezeiza - San Martín de los Andes,200,28319,33783
2023-01-01,Cabotaje,Ezeiza - San Miguel de Tucumán,1041,140821,171750
2023-01-01,Cabotaje,Ezeiza - San Salvador de Jujuy,953,140523,158261
2023-01-01,Cabotaje,Ezeiza - Santiago del Estero,134,14211,18418
2023-01-01,Cabotaje,Ezeiza - Trelew,408,47892,67400
2023-01-01,Cabotaje,Ezeiza - Ushuaia,2822,458901,549043
2023-01-01,Cabotaje,La Rioja - San Fernando del Valle de Catamarca,220,7595,22842
2023-01-01,Cabotaje,Mar del Plata - Mendoza,205,15725,20202
2023-01-01,Cabotaje,Mar del Plata - Rosario,51,4605,5682
2023-01-01,Cabotaje,Mar del Plata - San Miguel de Tucumán,158,14907,17995
2023-01-01,Cabotaje,Mendoza - Neuquén,524,35844,51907
2023-01-01,Cabotaje,Mendoza - Rosario,392,30724,42781
2023-01-01,Cabotaje,Mendoza - Salta,768,89916,111484
2023-01-01,Cabotaje,Mendoza - San Carlos de Bariloche,503,70282,89142
2023-01-01,Cabotaje,Mendoza - San Miguel de Tucumán,50,3699,4800
2023-01-01,Cabotaje,Mendoza - San Salvador de Jujuy,205,11581,20466
2023-01-01,Cabotaje,Neuquén - Salta,570,89074,101797
2023-01-01,Cabotaje,Puerto Iguazú - Rosario,325,31051,40366
2023-01-01,Cabotaje,Puerto Iguazú - Salta,360,31940,35999
2023-01-01,Cabotaje,Puerto Iguazú - San Miguel de Tucumán,206,13960,20095
2023-01-01,Cabotaje,Puerto Iguazú - San Salvador de Jujuy,205,12417,20464
2023-01-01,Cabotaje,Reconquista - Rosario,85,2721,7874
2023-01-01,Cabotaje,Resistencia - Salta,161,9272,16183
2023-01-01,Cabotaje,Rosario - Salta,325,25274,31901
2023-01-01,Cabotaje,Rosario - San Carlos de Bariloche,489,68828,82055
2023-01-01,Cabotaje,Río Gallegos - Río Grande,242,2327,5460
2023-01-01,Cabotaje,Río Gallegos - Ushuaia,294,3574,9589
2023-01-01,Cabotaje,Río Grande - Ushuaia,106,1557,4092
2023-01-01,Cabotaje,Salta - San Carlos de Bariloche,57,7770,9890
2023-01-01,Cabotaje,Salta - San Miguel de Tucumán,63,2500,6321
2023-01-01,Cabotaje,San Carlos de Bariloche - San Miguel de Tucumán,67,9088,11713
2023-01-01,Cabotaje,San Carlos de Bariloche - Viedma,200,9485,19253
2023-01-01,Cabotaje,Trelew - Ushuaia,155,18143,26102
2023-01-01,Internacional,Amsterdam - Ezeiza,686,166068,203103
2023-01-01,Internacional,Asunción - Ciudad de Buenos Aires,2322,170776,212733
2023-01-01,Internacional,Asunción - Córdoba,331,49604,100537
2023-01-01,Internacional,Asunción - Ezeiza,135,10898,17769
2023-01-01,Internacional,Atlanta - Ezeiza,681,145184,167439
2023-01-01,Internacional,Barcelona - Ezeiza,526,150901,165112
2023-01-01,Internacional,Bogotá - Ciudad de Buenos Aires,730,79580,93450
2023-01-01,Internacional,Bogotá - Ezeiza,1534,318841,348794
2023-01-01,Internacional,Brasilia - Ciudad de Buenos Aires,250,32741,39158
2023-01-01,Internacional,Cancún - Ezeiza,338,79306,84806
2023-01-01,Internacional,Ciudad de Buenos Aires - Curitiba,408,49394,57992
2023-01-01,Internacional,Ciudad de Buenos Aires - Florianópolis,1035,157776,187812
2023-01-01,Internacional,Ciudad de Buenos Aires - Fortaleza,51,7246,9470
2023-01-01,Internacional,Ciudad de Buenos Aires - Lima,1410,205286,242552
2023-01-01,Internacional,Ciudad de Buenos Aires - Montevideo,2259,210709,263245
2023-01-01,Internacional,Ciudad de Buenos Aires - Porto Alegre,578,73636,86998
2023-01-01,Internacional,Ciudad de Buenos Aires - Punta del Este,768,74775,97438
2023-01-01,Internacional,Ciudad de Buenos Aires - Recife,91,13621,16697
2023-01-01,Internacional,Ciudad de Buenos Aires - Río de Janeiro,2789,416541,482500
2023-01-01,Internacional,Ciudad de Buenos Aires - Salvador,516,76609,88282
2023-01-01,Internacional,Ciudad de Buenos Aires - Santa Cruz de la Sierra,702,57945,67984
2023-01-01,Internacional,Ciudad de Buenos Aires - Santiago,4924,725669,851648
2023-01-01,Internacional,Ciudad de Buenos Aires - São Paulo,6673,993635,1133579
2023-01-01,Internacional,Cochabamba - Ezeiza,148,19764,25593
2023-01-01,Internacional,Córdoba - Lima,585,76339,97608
2023-01-01,Internacional,Córdoba - Madrid,149,40781,46427
2023-01-01,Internacional,Córdoba - Panamá,957,138409,150750
2023-01-01,Internacional,Córdoba - Río de Janeiro,341,43857,61945
2023-01-01,Internacional,Córdoba - Santiago,739,97980,126878
2023-01-01,Internacional,Córdoba - São Paulo,364,43835,63699
2023-01-01,Internacional,Dallas-Fort Worth - Ezeiza,487,111301,122087
2023-01-01,Internacional,Ezeiza - Florianópolis,464,68094,85194
2023-01-01,Internacional,Ezeiza - Frankfurt am Main,659,208867,240855
2023-01-01,Internacional,Ezeiza - Houston,716,177601,191647
2023-01-01,Internacional,Ezeiza - La Habana,52,8087,12940
2023-01-01,Internacional,Ezeiza - Lima,2893,427584,503790
2023-01-01,Internacional,Ezeiza - Londres,357,70535,77479
2023-01-01,Internacional,Ezeiza - Maceió,94,12472,17457
2023-01-01,Internacional,Ezeiza - Madrid,3018,869167,955338
2023-01-01,Internacional,Ezeiza - Medellín,110,14715,20238
2023-01-01,Internacional,Ezeiza - Miami,2339,564345,619863
2023-01-01,Internacional,Ezeiza - Montevideo,180,14119,20669
2023-01-01,Internacional,Ezeiza - México DF,799,182679,210931
2023-01-01,Internacional,Ezeiza - Natal,71,9197,13188
2023-01-01,Internacional,Ezeiza - Nueva York,1071,250602,286993
2023-01-01,Internacional,Ezeiza - Panamá,2704,410172,448596
2023-01-01,Internacional,Ezeiza - París,648,192588,209767
2023-01-01,Internacional,Ezeiza - Punta Cana,440,78030,84577
2023-01-01,Internacional,Ezeiza - Quito,373,54394,61307
2023-01-01,Internacional,Ezeiza - Roma,1102,299560,341702
2023-01-01,Internacional,Ezeiza - Río de Janeiro,3196,540598,654254
2023-01-01,Internacional,Ezeiza - Santa Cruz de la Sierra,1074,170713,205691
2023-01-01,Internacional,Ezeiza - Santiago,5036,780696,988242
2023-01-01,Internacional,Ezeiza - São Paulo,3478,655346,874420
2023-01-01,Internacional,Lima - Mendoza,365,41237,60032
2023-01-01,Internacional,Mendoza - Panamá,576,79878,89022
2023-01-01,Internacional,Mendoza - Río de Janeiro,53,6503,9026
2023-01-01,Internacional,Mendoza - Santiago,1632,228880,283002
2023-01-01,Internacional,Mendoza - São Paulo,1016,143324,178858
2023-01-01,Internacional,Panamá - Rosario,688,97150,108402
2023-01-01,Internacional,Rosario - São Paulo,255,30331,46550
2023-01-01,Internacional,Río de Janeiro - Rosario,173,18830,30924
2023-01-01,Internacional,Salta - São Paulo,122,8806,11712
2023-01-01,Internacional,San Carlos de Bariloche - Santiago,226,34962,42040
2023-01-01,Internacional,San Carlos de Bariloche - São Paulo,115,17890,20442
2024-01-01,Cabotaje,Bahía Blanca - Ciudad de Buenos Aires,726,69745,83507
2024-01-01,Cabotaje,Bahía Blanca - Mar del Plata,112,3682,10001
2024-01-01,Cabotaje,Bahía Blanca - Trelew,93,3457,8880
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Comodoro Rivadavia,1071,117663,137229
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Corrientes,467,55597,67177
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Córdoba,2953,386700,445765
2024-01-01,Cabotaje,Ciudad de Buenos Aires - El Calafate,1144,181557,196055
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Esquel,230,28786,34951
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Formosa,399,37820,46249
2024-01-01,Cabotaje,Ciudad de Buenos Aires - La Rioja,300,22713,29626
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Mar del Plata,998,104150,121406
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Mendoza,2723,374408,420523
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Merlo,36,2799,3899
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Neuquén,1483,211045,243844
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Paraná,189,13917,18308
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Posadas,740,90556,103790
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Iguazú,1962,283493,309574
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Puerto Madryn,168,22780,25694
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Resistencia,640,56934,70366
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Rio Hondo,45,3238,4468
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Rosario,518,43392,58982
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Río Cuarto,117,7534,11312
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Río Gallegos,411,53302,61626
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Río Grande,289,39873,48232
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Salta,1521,194967,215484
2024-01-01,Cabotaje,Ciudad de Buenos Aires - San Carlos de Bariloche,2614,410009,448584
2024-01-01,Cabotaje,Ciudad de Buenos Aires - San Fernando del Valle de Catamarca,287,21617,28856
2024-01-01,Cabotaje,Ciudad de Buenos Aires - San Juan,534,53421,63709
2024-01-01,Cabotaje,Ciudad de Buenos Aires - San Luis,291,22928,28466
2024-01-01,Cabotaje,Ciudad de Buenos Aires - San Martín de los Andes,612,88898,104621
2024-01-01,Cabotaje,Ciudad de Buenos Aires - San Miguel de Tucumán,1192,156703,175885
2024-01-01,Cabotaje,Ciudad de Buenos Aires - San Rafael,225,18580,21805
2024-01-01,Cabotaje,Ciudad de Buenos Aires - San Salvador de Jujuy,919,125187,142387
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Fe,337,24866,32690
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Santa Rosa,190,14161,18361
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Santiago del Estero,524,63983,74422
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Trelew,628,74470,91495
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Ushuaia,1183,182442,203101
2024-01-01,Cabotaje,Ciudad de Buenos Aires - Viedma,137,9982,13141
2024-01-01,Cabotaje,Comodoro Rivadavia - Córdoba,119,12583,14698
2024-01-01,Cabotaje,Comodoro Rivadavia - El Calafate,49,603,1896
2024-01-01,Cabotaje,Comodoro Rivadavia - Ezeiza,117,14656,18283
2024-01-01,Cabotaje,Comodoro Rivadavia - Neuquén,171,10107,16409
2024-01-01,Cabotaje,Comodoro Rivadavia - Río Gallegos,76,3955,7256
2024-01-01,Cabotaje,Comodoro Rivadavia - Trelew,95,4138,9241
2024-01-01,Cabotaje,Corrientes - Ezeiza,32,4462,5392
2024-01-01,Cabotaje,Córdoba - El Calafate,97,14423,16490
2024-01-01,Cabotaje,Córdoba - Ezeiza,572,63095,78214
2024-01-01,Cabotaje,Córdoba - Mar del Plata,148,12686,14824
2024-01-01,Cabotaje,Córdoba - Mendoza,407,36817,48081
2024-01-01,Cabotaje,Córdoba - Neuquén,290,36493,42445
2024-01-01,Cabotaje,Córdoba - Posadas,92,6588,8873
2024-01-01,Cabotaje,Córdoba - Puerto Iguazú,154,20096,24116
2024-01-01,Cabotaje,Córdoba - Resistencia,118,8450,11479
2024-01-01,Cabotaje,Córdoba - Salta,310,44489,54032
2024-01-01,Cabotaje,Córdoba - San Carlos de Bariloche,397,62047,70973
2024-01-01,Cabotaje,Córdoba - San Juan,41,2363,4232
2024-01-01,Cabotaje,Córdoba - San Miguel de Tucumán,143,15621,19834
2024-01-01,Cabotaje,Córdoba - San Salvador de Jujuy,160,14142,18864
2024-01-01,Cabotaje,Córdoba - Trelew,49,4095,5041
2024-01-01,Cabotaje,Córdoba - Ushuaia,140,20183,23703
2024-01-01,Cabotaje,El Calafate - Ezeiza,553,86038,98721
2024-01-01,Cabotaje,El Calafate - Rosario,54,7256,9062
2024-01-01,Cabotaje,El Calafate - Río Gallegos,53,531,2039
2024-01-01,Cabotaje,El Calafate - San Carlos de Bariloche,190,26911,32192
2024-01-01,Cabotaje,El Calafate - Trelew,53,5215,8968
2024-01-01,Cabotaje,El Calafate - Ushuaia,503,77444,85159
2024-01-01,Cabotaje,Esquel - Ezeiza,19,1944,2640
2024-01-01,Cabotaje,Ezeiza - Mar del Plata,19,2677,3417
2024-01-01,Cabotaje,Ezeiza - Mendoza,513,56711,67159
2024-01-01,Cabotaje,Ezeiza - Neuquén,213,30236,38028
2024-01-01,Cabotaje,Ezeiza - Posadas,88,9916,12114
2024-01-01,Cabotaje,Ezeiza - Puerto Iguazú,805,124820,140563
2024-01-01,Cabotaje,Ezeiza - Puerto Madryn,37,5382,6246
2024-01-01,Cabotaje,Ezeiza - Rosario,83,5622,8792
2024-01-01,Cabotaje,Ezeiza - Río Gallegos,61,7918,10020
2024-01-01,Cabotaje,Ezeiza - Río Grande,110,14611,18376
2024-01-01,Cabotaje,Ezeiza - Salta,541,84861,95525
2024-01-01,Cabotaje,Ezeiza - San Carlos de Bariloche,1088,173225,196121
2024-01-01,Cabotaje,Ezeiza - San Juan,37,3933,5310
2024-01-01,Cabotaje,Ezeiza - San Martín de los Andes,65,8390,10817
2024-01-01,Cabotaje,Ezeiza - San Miguel de Tucumán,378,50627,61020
2024-01-01,Cabotaje,Ezeiza - San Salvador de Jujuy,248,39057,43932
2024-01-01,Cabotaje,Ezeiza - Santiago del Estero,41,4325,5809
2024-01-01,Cabotaje,Ezeiza - Trelew,136,15790,22752
2024-01-01,Cabotaje,Ezeiza - Ushuaia,1055,153917,188496
2024-01-01,Cabotaje,La Rioja - San Fernando del Valle de Catamarca,75,2577,7410
2024-01-01,Cabotaje,Mar del Plata - Mendoza,100,7797,9600
2024-01-01,Cabotaje,Mar del Plata - Rosario,54,4443,5284
2024-01-01,Cabotaje,Mar del Plata - San Miguel de Tucumán,88,7464,8441
2024-01-01,Cabotaje,Mendoza - Neuquén,172,10976,16646
2024-01-01,Cabotaje,Mendoza - Rosario,100,7050,10099
2024-01-01,Cabotaje,Mendoza - Salta,232,23463,31696
2024-01-01,Cabotaje,Mendoza - San Carlos de Bariloche,180,23946,31823
2024-01-01,Cabotaje,Mendoza - San Miguel de Tucumán,64,3958,6144
2024-01-01,Cabotaje,Mendoza - San Salvador de Jujuy,57,3559,5471
2024-01-01,Cabotaje,Neuquén - Rosario,33,2246,3184
2024-01-01,Cabotaje,Neuquén - Salta,155,23843,27882
2024-01-01,Cabotaje,Puerto Iguazú - Resistencia,23,1173,2329
2024-01-01,Cabotaje,Puerto Iguazú - Rosario,73,7154,9257
2024-01-01,Cabotaje,Puerto Iguazú - Salta,128,11582,12352
2024-01-01,Cabotaje,Puerto Iguazú - San Miguel de Tucumán,43,3440,4192
2024-01-01,Cabotaje,Puerto Iguazú - San Salvador de Jujuy,55,3747,5280
2024-01-01,Cabotaje,Reconquista - Rosario,22,581,2112
2024-01-01,Cabotaje,Resistencia - Salta,53,3094,5151
2024-01-01,Cabotaje,Rosario - Salta,96,6979,9322
2024-01-01,Cabotaje,Rosario - San Carlos de Bariloche,86,10668,12217
2024-01-01,Cabotaje,Río Gallegos - Río Grande,50,378,643
2024-01-01,Cabotaje,Río Gallegos - Ushuaia,86,1158,2518
2024-01-01,Cabotaje,San Carlos de Bariloche - Viedma,54,2402,5184
2024-01-01,Cabotaje,Trelew - Ushuaia,83,9363,13932
2024-01-01,Internacional,Amsterdam - Ezeiza,229,54186,67868
2024-01-01,Internacional,Asunción - Ciudad de Buenos Aires,768,56253,76452
2024-01-01,Internacional,Asunción - Córdoba,48,1376,2300
2024-01-01,Internacional,Atlanta - Ezeiza,232,50889,57260
2024-01-01,Internacional,Barcelona - Ezeiza,200,56987,62325
2024-01-01,Internacional,Bogotá - Ciudad de Buenos Aires,240,25669,30720
2024-01-01,Internacional,Bogotá - Ezeiza,493,98474,107511
2024-01-01,Internacional,Brasilia - Ciudad de Buenos Aires,79,10501,13430
2024-01-01,Internacional,Brasilia - Ezeiza,50,7174,9255
2024-01-01,Internacional,Cancún - Ezeiza,161,35367,37094
2024-01-01,Internacional,Ciudad de Buenos Aires - Curitiba,146,18960,24202
2024-01-01,Internacional,Ciudad de Buenos Aires - Florianópolis,458,68017,82812
2024-01-01,Internacional,Ciudad de Buenos Aires - Lima,484,68471,83346
2024-01-01,Internacional,Ciudad de Buenos Aires - Montevideo,628,60357,74485
2024-01-01,Internacional,Ciudad de Buenos Aires - Porto Alegre,216,29259,36168
2024-01-01,Internacional,Ciudad de Buenos Aires - Punta del Este,458,47485,61339
2024-01-01,Internacional,Ciudad de Buenos Aires - Recife,27,4253,4932
2024-01-01,Internacional,Ciudad de Buenos Aires - Río de Janeiro,995,149263,170563
2024-01-01,Internacional,Ciudad de Buenos Aires - Salvador,82,11095,14422
2024-01-01,Internacional,Ciudad de Buenos Aires - Santa Cruz de la Sierra,215,19043,22514
2024-01-01,Internacional,Ciudad de Buenos Aires - Santiago,1834,257228,316473
2024-01-01,Internacional,Ciudad de Buenos Aires - São Paulo,2302,342322,396872
2024-01-01,Internacional,Concepcion - Ezeiza,32,2315,5952
2024-01-01,Internacional,Córdoba - Florianópolis,75,9916,13164
2024-01-01,Internacional,Córdoba - Lima,239,34369,40003
2024-01-01,Internacional,Córdoba - Madrid,103,26754,31424
2024-01-01,Internacional,Córdoba - Panamá,446,65907,73696
2024-01-01,Internacional,Córdoba - Río de Janeiro,162,24033,29043
2024-01-01,Internacional,Córdoba - Santiago,220,30070,38452
2024-01-01,Internacional,Córdoba - São Paulo,95,13248,17009
2024-01-01,Internacional,Dallas-Fort Worth - Ezeiza,162,42008,46042
2024-01-01,Internacional,Ezeiza - Florianópolis,795,118516,147904
2024-01-01,Internacional,Ezeiza - Fortaleza,47,6253,8880
2024-01-01,Internacional,Ezeiza - Frankfurt am Main,212,68670,77512
2024-01-01,Internacional,Ezeiza - Houston,283,70416,75933
2024-01-01,Internacional,Ezeiza - La Habana,19,3642,4795
2024-01-01,Internacional,Ezeiza - Lima,987,149502,175140
2024-01-01,Internacional,Ezeiza - Maceió,36,5494,6632
2024-01-01,Internacional,Ezeiza - Madrid,1026,300854,329070
2024-01-01,Internacional,Ezeiza - Miami,897,215394,238134
2024-01-01,Internacional,Ezeiza - Montevideo,75,6568,9855
2024-01-01,Internacional,Ezeiza - México DF,391,88659,104499
2024-01-01,Internacional,Ezeiza - Natal,35,5424,6578
2024-01-01,Internacional,Ezeiza - Navegantes,61,7562,11172
2024-01-01,Internacional,Ezeiza - Nueva York,575,128841,150981
2024-01-01,Internacional,Ezeiza - Panamá,907,137978,149063
2024-01-01,Internacional,Ezeiza - París,200,58312,62732
2024-01-01,Internacional,Ezeiza - Porto Seguro,57,7750,10574
2024-01-01,Internacional,Ezeiza - Punta Cana,131,29160,30248
2024-01-01,Internacional,Ezeiza - Quito,130,20522,23131
2024-01-01,Internacional,Ezeiza - Recife,24,3801,4428
2024-01-01,Internacional,Ezeiza - Roma,371,102463,115058
2024-01-01,Internacional,Ezeiza - Río de Janeiro,1710,291820,346208
2024-01-01,Internacional,Ezeiza - Salvador,159,31080,36939
2024-01-01,Internacional,Ezeiza - Santa Cruz de la Sierra,415,67388,79140
2024-01-01,Internacional,Ezeiza - Santiago,1951,289794,382247
2024-01-01,Internacional,Ezeiza - Santo Domingo,105,12974,19537
2024-01-01,Internacional,Ezeiza - São Paulo,1154,221359,318856
2024-01-01,Internacional,Lima - Mendoza,168,19886,25992
2024-01-01,Internacional,Lima - Salta,108,12767,16338
2024-01-01,Internacional,Mendoza - Panamá,190,25188,29344
2024-01-01,Internacional,Mendoza - Río de Janeiro,29,3951,4946
2024-01-01,Internacional,Mendoza - Santiago,642,84569,112446
2024-01-01,Internacional,Mendoza - São Paulo,301,43879,53544
2024-01-01,Internacional,Panamá - Rosario,233,33765,37916
2024-01-01,Internacional,Rosario - São Paulo,68,9149,12538
2024-01-01,Internacional,Río de Janeiro - Rosario,103,14301,18988
2024-01-01,Internacional,Salta - São Paulo,28,2282,2836
2024-01-01,Internacional,San Carlos de Bariloche - Santiago,89,12353,16728
2024-01-01,Internacional,Santiago - Ushuaia,16,2068,2870
